"Origin","Symbol","Indicator","Reference","Frequency"
"IMF IFS","NGDP_R_SA_XDC","Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency (base year:2014)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","NGDP_SA_XDC","Gross Domestic Product, Nominal, Seasonally Adjusted, Domestic Currency","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","NI_SA_XDC","Gross Capital Formation, Nominal, Seasonally Adjusted, Domestic Currency","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PMP_IX","Prices, Import Price Index, All Commodities, Index (base year:2010=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PMP_IX","Prices, Import Price Index, All Commodities, Index (base year:1995=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PMP_IX","Prices, Import Price Index, All Commodities, Index (base year:2005=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PMP_IX","Prices, Import Price Index, All Commodities, Index (base year:1970=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PMP_IX","Prices, Import Price Index, All Commodities, Index (base year:1985=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PMP_IX","Prices, Import Price Index, All Commodities, Index (base year:2000=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PPPI_IX","Prices, Producer Price Index, All Commodities, Index (base year:2010=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PPPI_IX","Prices, Producer Price Index, All Commodities, Index (base year:2005=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PPPI_IX","Prices, Producer Price Index, All Commodities, Index (base year:1985=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PPPI_IX","Prices, Producer Price Index, All Commodities, Index (base year:1970=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PPPI_IX","Prices, Producer Price Index, All Commodities, Index (base year:1990=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PWPI_IX","Prices, Wholesale Price Index, All Items, Index (base year:2010=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PWPI_IX","Prices, Wholesale Price Index, All Items, Index (base year:1995=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PWPI_IX","Prices, Wholesale Price Index, All Items, Index (base year:2005=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PWPI_IX","Prices, Wholesale Price Index, All Items, Index (base year:1990=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PWPI_IX","Prices, Wholesale Price Index, All Items, Index (base year:1970=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PWPI_IX","Prices, Wholesale Price Index, All Items, Index (base year:1965=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PWPI_IX","Prices, Wholesale Price Index, All Items, Index (base year:1975=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PWPI_IX","Prices, Wholesale Price Index, All Items, Index (base year:2000=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PWPI_IX","Prices, Wholesale Price Index, All Items, Index (base year:1985=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PXP_IX","Prices, Export Price Index, All Commodities, Index (base year:2010=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PXP_IX","Prices, Export Price Index, All Commodities, Index (base year:2005=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","PXP_IX","Prices, Export Price Index, All Commodities, Index (base year:1970=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","RAFA_MV_USD","Total Reserves, US Dollars (Gold at Market Price)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","TMG_CIF_USD","External Trade, Goods, Value of Imports, Cost, Insurance, Freight (CIF), US Dollars","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","TMG_R_CIF_IX","External Trade, Goods, Volume of Imports, Cost Insurance Freight (CIF), Index (base year:2010=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","TXG_D_FOB_USD_IX","External Trade, Goods, Deflator/Unit Value of Exports, Free on Board (FOB), in US Dollars, Index (base year:2010=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","TXG_D_FOB_USD_IX","External Trade, Goods, Deflator/Unit Value of Exports, Free on Board (FOB), in US Dollars, Index (base year:1975=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","TXG_D_FOB_USD_IX","External Trade, Goods, Deflator/Unit Value of Exports, Free on Board (FOB), in US Dollars, Index (base year:1980=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","TXG_D_FOB_USD_IX","External Trade, Goods, Deflator/Unit Value of Exports, Free on Board (FOB), in US Dollars, Index (base year:2005=100)","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","TXG_FOB_USD","External Trade, Goods, Value of Exports, Free on Board (FOB), US Dollars","IMF's International Financial Statistics (IFS)","Q"
"IMF IFS","TXG_R_FOB_IX","External Trade, Goods, Volume of Exports, Free on Board (FOB), Index (base year:2010=100)","IMF's International Financial Statistics (IFS)","Q"
"OECD","CAPA_USE","Rate of Capacity Utilisation, Manufacturing -  Business Tendency Surveys - Seasonally Adjusted (%)","Organization for Economic Co-operation and Development, Main Economic Indicators","Q"
"WB","GDP_C","GDP (current US$) (smoothed)","World Bank Indicators","Q"
"WB","GDP_DEFL","Inflation, GDP deflator (annual %) (smoothed)","World Bank Indicators","Q"
"WB","GDP_DEFL_AD","Inflation, GDP deflator: linked series (annual %) (smoothed)","World Bank Indicators","Q"
"WB","GDP_LCU","GDP (current LCU) (smoothed)","World Bank Indicators","Q"
"WB","GDP_LCU_AD","GDP: linked series (current LCU) (smoothed)","World Bank Indicators","Q"
"WB","GDP_PPP_2021","GDP, PPP (constant 2021 international $) (smoothed)","World Bank Indicators","Q"
"WB","GDP_PPP_C","GDP, PPP (current international $) (smoothed)","World Bank Indicators","Q"
"WB","GDP_R_2015","GDP (constant 2015 US$) (smoothed)","World Bank Indicators","Q"
"WB","GDP_WLD_C","World GDP (current USD - smoothed)","World Bank Indicators","Q"
"WB","POP","Population, total (smoothed)","World Bank Indicators","Q"
"WB","POP_1564","Population ages 15-64, total (smoothed)","World Bank Indicators","Q"
"WB","PRC_IDX_WLD","World Price Index (GDP deflator - Real = Nominal/Price Index)","World Bank Indicators","Q"
