"Origin","Symbol","Indicator","Reference","Frequency"
"WB","AG_PRD_FOOD_XD","Food production index (2014-2016 = 100)","World Bank Indicators","Y"
"WB","AG_PRD_LVSK_XD","Livestock production index (2014-2016 = 100)","World Bank Indicators","Y"
"WB","AG_SRF_TOTL_K2","Surface area (sq. km)","World Bank Indicators","Y"
"WB","AG_YLD_CREL_KG","Cereal yield (kg per hectare)","World Bank Indicators","Y"
"WB","BG_GSR_NFSV_GD_ZS","Trade in services (% of GDP)","World Bank Indicators","Y"
"WB","BM_GSR_CMCP_ZS","Communications, computer, etc. (% of service imports, BoP)","World Bank Indicators","Y"
"WB","BM_GSR_FCTY_CD","Primary income payments (BoP, current US$)","World Bank Indicators","Y"
"WB","BM_GSR_GNFS_CD","Imports of goods and services (BoP, current US$)","World Bank Indicators","Y"
"WB","BM_GSR_INSF_ZS","Insurance and financial services (% of service imports, BoP)","World Bank Indicators","Y"
"WB","BM_GSR_MRCH_CD","Goods imports (BoP, current US$)","World Bank Indicators","Y"
"WB","BM_GSR_NFSV_CD","Service imports (BoP, current US$)","World Bank Indicators","Y"
"WB","BM_GSR_ROYL_CD","Charges for the use of intellectual property, payments (BoP, current US$)","World Bank Indicators","Y"
"WB","BM_GSR_TOTL_CD","Imports of goods, services and primary income (BoP, current US$)","World Bank Indicators","Y"
"WB","BM_GSR_TRAN_ZS","Transport services (% of service imports, BoP)","World Bank Indicators","Y"
"WB","BM_GSR_TRVL_ZS","Travel services (% of service imports, BoP)","World Bank Indicators","Y"
"WB","BM_KLT_DINV_CD_WD","Foreign direct investment, net outflows (BoP, current US$)","World Bank Indicators","Y"
"WB","BM_KLT_DINV_WD_GD_ZS","Foreign direct investment, net outflows (% of GDP)","World Bank Indicators","Y"
"WB","BM_TRF_PRVT_CD","Secondary income, other sectors, payments (BoP, current US$)","World Bank Indicators","Y"
"WB","BM_TRF_PWKR_CD_DT","Personal remittances, paid (current US$)","World Bank Indicators","Y"
"WB","BN_CAB_XOKA_CD","Current account balance (BoP, current US$)","World Bank Indicators","Y"
"WB","BN_CAB_XOKA_GD_ZS","Current account balance (% of GDP)","World Bank Indicators","Y"
"WB","BN_FIN_TOTL_CD","Net financial account (BoP, current US$)","World Bank Indicators","Y"
"WB","BN_GSR_FCTY_CD","Net primary income (BoP, current US$)","World Bank Indicators","Y"
"WB","BN_GSR_GNFS_CD","Net trade in goods and services (BoP, current US$)","World Bank Indicators","Y"
"WB","BN_GSR_MRCH_CD","Net trade in goods (BoP, current US$)","World Bank Indicators","Y"
"WB","BN_KAC_EOMS_CD","Net errors and omissions (BoP, current US$)","World Bank Indicators","Y"
"WB","BN_KLT_DINV_CD","Foreign direct investment, net (BoP, current US$)","World Bank Indicators","Y"
"WB","BN_KLT_PTXL_CD","Portfolio investment, net (BoP, current US$)","World Bank Indicators","Y"
"WB","BN_RES_INCL_CD","Reserves and related items (BoP, current US$)","World Bank Indicators","Y"
"WB","BN_TRF_CURR_CD","Net secondary income (BoP, current US$)","World Bank Indicators","Y"
"WB","BN_TRF_KOGT_CD","Net capital account (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_GRT_EXTA_CD_WD","Grants, excluding technical cooperation (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_GRT_TECH_CD_WD","Technical cooperation grants (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_GSR_CCIS_CD","ICT service exports (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_GSR_CCIS_ZS","ICT service exports (% of service exports, BoP)","World Bank Indicators","Y"
"WB","BX_GSR_CMCP_ZS","Communications, computer, etc. (% of service exports, BoP)","World Bank Indicators","Y"
"WB","BX_GSR_FCTY_CD","Primary income receipts (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_GSR_GNFS_CD","Exports of goods and services (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_GSR_INSF_ZS","Insurance and financial services (% of service exports, BoP)","World Bank Indicators","Y"
"WB","BX_GSR_MRCH_CD","Goods exports (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_GSR_NFSV_CD","Service exports (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_GSR_ROYL_CD","Charges for the use of intellectual property, receipts (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_GSR_TOTL_CD","Exports of goods, services and primary income (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_GSR_TRAN_ZS","Transport services (% of service exports, BoP)","World Bank Indicators","Y"
"WB","BX_GSR_TRVL_ZS","Travel services (% of service exports, BoP)","World Bank Indicators","Y"
"WB","BX_KLT_DINV_CD_WD","Foreign direct investment, net inflows (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_KLT_DINV_WD_GD_ZS","Foreign direct investment, net inflows (% of GDP)","World Bank Indicators","Y"
"WB","BX_PEF_TOTL_CD_WD","Portfolio equity, net inflows (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_TRF_CURR_CD","Secondary income receipts (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_TRF_PWKR_CD","Personal transfers, receipts (BoP, current US$)","World Bank Indicators","Y"
"WB","BX_TRF_PWKR_CD_DT","Personal remittances, received (current US$)","World Bank Indicators","Y"
"WB","BX_TRF_PWKR_DT_GD_ZS","Personal remittances, received (% of GDP)","World Bank Indicators","Y"
"WB","CC_EST","Control of Corruption: Estimate","World Bank Indicators","Y"
"WB","CC_PER_RNK","Control of Corruption: Percentile Rank","World Bank Indicators","Y"
"WB","CM_MKT_INDX_ZG","S&P Global Equity Indices (annual % change)","World Bank Indicators","Y"
"WB","CM_MKT_LCAP_CD","Market capitalization of listed domestic companies (current US$)","World Bank Indicators","Y"
"WB","CM_MKT_LCAP_GD_ZS","Market capitalization of listed domestic companies (% of GDP)","World Bank Indicators","Y"
"WB","CM_MKT_LDOM_NO","Listed domestic companies, total","World Bank Indicators","Y"
"WB","CM_MKT_TRAD_CD","Stocks traded, total value (current US$)","World Bank Indicators","Y"
"WB","CM_MKT_TRAD_GD_ZS","Stocks traded, total value (% of GDP)","World Bank Indicators","Y"
"WB","CM_MKT_TRNR","Stocks traded, turnover ratio of domestic shares (%)","World Bank Indicators","Y"
"WB","DC_ODA_TOTL_CD","Net ODA provided, total (current US$)","World Bank Indicators","Y"
"WB","DT_DOD_DECT_CD","External debt stocks, total (DOD, current US$)","World Bank Indicators","Y"
"WB","DT_DOD_DECT_GN_ZS","External debt stocks (% of GNI)","World Bank Indicators","Y"
"WB","DT_DOD_DIMF_CD","Use of IMF credit (DOD, current US$)","World Bank Indicators","Y"
"WB","DT_DOD_DLXF_CD","External debt stocks, long-term (DOD, current US$)","World Bank Indicators","Y"
"WB","DT_DOD_DPNG_CD","External debt stocks, private nonguaranteed (PNG) (DOD, current US$)","World Bank Indicators","Y"
"WB","DT_DOD_DPPG_CD","External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)","World Bank Indicators","Y"
"WB","DT_DOD_DSTC_CD","External debt stocks, short-term (DOD, current US$)","World Bank Indicators","Y"
"WB","DT_DOD_DSTC_IR_ZS","Short-term debt (% of total reserves)","World Bank Indicators","Y"
"WB","DT_DOD_DSTC_XP_ZS","Short-term debt (% of exports of goods, services and primary income)","World Bank Indicators","Y"
"WB","DT_DOD_DSTC_ZS","Short-term debt (% of total external debt)","World Bank Indicators","Y"
"WB","DT_DOD_MIBR_CD","PPG, IBRD (DOD, current US$)","World Bank Indicators","Y"
"WB","DT_DOD_MIDA_CD","PPG, IDA (DOD, current US$)","World Bank Indicators","Y"
"WB","DT_DOD_MWBG_CD","IBRD loans and IDA credits (DOD, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_BLAT_CD","Net financial flows, bilateral (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_BOND_CD","Portfolio investment, bonds (PPG + PNG) (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_DPNG_CD","Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_FAOG_CD","Net official flows from UN agencies, FAO (current US$)","World Bank Indicators","Y"
"WB","DT_NFL_IAEA_CD","Net official flows from UN agencies, IAEA (current US$)","World Bank Indicators","Y"
"WB","DT_NFL_IFAD_CD","Net official flows from UN agencies, IFAD (current US$)","World Bank Indicators","Y"
"WB","DT_NFL_ILOG_CD","Net official flows from UN agencies, ILO (current US$)","World Bank Indicators","Y"
"WB","DT_NFL_IMFC_CD","Net financial flows, IMF concessional (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_IMFN_CD","Net financial flows, IMF nonconcessional (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_MIBR_CD","Net financial flows, IBRD (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_MIDA_CD","Net financial flows, IDA (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_MLAT_CD","Net financial flows, multilateral (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_MOTH_CD","Net financial flows, others (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_NIFC_CD","IFC, private nonguaranteed (NFL, US$)","World Bank Indicators","Y"
"WB","DT_NFL_OFFT_CD","PPG, official creditors (NFL, US$)","World Bank Indicators","Y"
"WB","DT_NFL_PBND_CD","PPG, bonds (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_PCBK_CD","PPG, commercial banks (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_PCBO_CD","Commercial banks and other lending (PPG + PNG) (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_PNGC_CD","PNG, commercial banks and other creditors (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_PROP_CD","PPG, other private creditors (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_PRVT_CD","PPG, private creditors (NFL, US$)","World Bank Indicators","Y"
"WB","DT_NFL_RDBC_CD","Net financial flows, RDB concessional (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_NFL_RDBN_CD","Net financial flows, RDB nonconcessional (NFL, current US$)","World Bank Indicators","Y"
"WB","DT_ODA_ALLD_CD","Net official development assistance and official aid received (current US$)","World Bank Indicators","Y"
"WB","DT_ODA_ALLD_KD","Net official development assistance and official aid received (constant 2021 US$)","World Bank Indicators","Y"
"WB","DT_ODA_ODAT_CD","Net official development assistance received (current US$)","World Bank Indicators","Y"
"WB","DT_ODA_ODAT_GI_ZS","Net ODA received (% of gross capital formation)","World Bank Indicators","Y"
"WB","DT_ODA_ODAT_GN_ZS","Net ODA received (% of GNI)","World Bank Indicators","Y"
"WB","DT_ODA_ODAT_KD","Net official development assistance received (constant 2021 US$)","World Bank Indicators","Y"
"WB","DT_ODA_ODAT_MP_ZS","Net ODA received (% of imports of goods, services and primary income)","World Bank Indicators","Y"
"WB","DT_ODA_ODAT_XP_ZS","Net ODA received (% of central government expense)","World Bank Indicators","Y"
"WB","DT_TDS_DECT_CD","Debt service on external debt, total (TDS, current US$)","World Bank Indicators","Y"
"WB","DT_TDS_DECT_EX_ZS","Total debt service (% of exports of goods, services and primary income)","World Bank Indicators","Y"
"WB","DT_TDS_DECT_GN_ZS","Total debt service (% of GNI)","World Bank Indicators","Y"
"WB","DT_TDS_DIMF_CD","IMF repurchases and charges (TDS, current US$)","World Bank Indicators","Y"
"WB","DT_TDS_DPPF_XP_ZS","Debt service (PPG and IMF only, % of exports of goods, services and primary income)","World Bank Indicators","Y"
"WB","DT_TDS_DPPG_CD","Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","World Bank Indicators","Y"
"WB","DT_TDS_DPPG_GN_ZS","Public and publicly guaranteed debt service (% of GNI)","World Bank Indicators","Y"
"WB","DT_TDS_DPPG_XP_ZS","Public and publicly guaranteed debt service (% of exports of goods, services and primary income)","World Bank Indicators","Y"
"WB","DT_TDS_MLAT_CD","Multilateral debt service (TDS, current US$)","World Bank Indicators","Y"
"WB","DT_TDS_MLAT_PG_ZS","Multilateral debt service (% of public and publicly guaranteed debt service)","World Bank Indicators","Y"
"WB","EG_CFT_ACCS_ZS","Access to clean fuels and technologies for cooking (% of population)","World Bank Indicators","Y"
"WB","EG_EGY_PRIM_PP_KD","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","World Bank Indicators","Y"
"WB","EG_ELC_ACCS_RU_ZS","Access to electricity, rural (% of rural population)","World Bank Indicators","Y"
"WB","EG_ELC_ACCS_UR_ZS","Access to electricity, urban (% of urban population)","World Bank Indicators","Y"
"WB","EG_ELC_ACCS_ZS","Access to electricity (% of population)","World Bank Indicators","Y"
"WB","EG_ELC_COAL_ZS","Electricity production from coal sources (% of total)","World Bank Indicators","Y"
"WB","EG_ELC_FOSL_ZS","Electricity production from oil, gas and coal sources (% of total)","World Bank Indicators","Y"
"WB","EG_ELC_HYRO_ZS","Electricity production from hydroelectric sources (% of total)","World Bank Indicators","Y"
"WB","EG_ELC_LOSS_ZS","Electric power transmission and distribution losses (% of output)","World Bank Indicators","Y"
"WB","EG_ELC_NGAS_ZS","Electricity production from natural gas sources (% of total)","World Bank Indicators","Y"
"WB","EG_ELC_NUCL_ZS","Electricity production from nuclear sources (% of total)","World Bank Indicators","Y"
"WB","EG_ELC_PETR_ZS","Electricity production from oil sources (% of total)","World Bank Indicators","Y"
"WB","EG_ELC_RNEW_ZS","Renewable electricity output (% of total electricity output)","World Bank Indicators","Y"
"WB","EG_ELC_RNWX_KH","Electricity production from renewable sources, excluding hydroelectric (kWh)","World Bank Indicators","Y"
"WB","EG_ELC_RNWX_ZS","Electricity production from renewable sources, excluding hydroelectric (% of total)","World Bank Indicators","Y"
"WB","EG_FEC_RNEW_ZS","Renewable energy consumption (% of total final energy consumption)","World Bank Indicators","Y"
"WB","EG_IMP_CONS_ZS","Energy imports, net (% of energy use)","World Bank Indicators","Y"
"WB","EG_USE_COMM_CL_ZS","Alternative and nuclear energy (% of total energy use)","World Bank Indicators","Y"
"WB","EG_USE_COMM_FO_ZS","Fossil fuel energy consumption (% of total)","World Bank Indicators","Y"
"WB","EG_USE_CRNW_ZS","Combustible renewables and waste (% of total energy)","World Bank Indicators","Y"
"WB","EG_USE_ELEC_KH_PC","Electric power consumption (kWh per capita)","World Bank Indicators","Y"
"WB","EG_USE_PCAP_KG_OE","Energy use (kg of oil equivalent per capita)","World Bank Indicators","Y"
"WB","EN_ATM_CO2E_KD_GD","CO2 emissions (kg per 2015 US$ of GDP)","World Bank Indicators","Y"
"WB","EN_ATM_CO2E_KT","CO2 emissions (kt)","World Bank Indicators","Y"
"WB","EN_ATM_CO2E_PC","CO2 emissions (metric tons per capita)","World Bank Indicators","Y"
"WB","EN_ATM_CO2E_PP_GD","CO2 emissions (kg per PPP $ of GDP)","World Bank Indicators","Y"
"WB","EN_ATM_CO2E_PP_GD_KD","CO2 emissions (kg per 2021 PPP $ of GDP)","World Bank Indicators","Y"
"WB","EN_ATM_GHGO_KT_CE","Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)","World Bank Indicators","Y"
"WB","EN_ATM_GHGT_KT_CE","Total greenhouse gas emissions (kt of CO2 equivalent)","World Bank Indicators","Y"
"WB","EN_ATM_METH_AG_ZS","Agricultural methane emissions (% of total)","World Bank Indicators","Y"
"WB","EN_ATM_METH_EG_ZS","Energy related methane emissions (% of total)","World Bank Indicators","Y"
"WB","EN_ATM_METH_KT_CE","Methane emissions (kt of CO2 equivalent)","World Bank Indicators","Y"
"WB","EN_ATM_NOXE_AG_ZS","Agricultural nitrous oxide emissions (% of total)","World Bank Indicators","Y"
"WB","EN_ATM_NOXE_EG_ZS","Nitrous oxide emissions in energy sector (% of total)","World Bank Indicators","Y"
"WB","EN_ATM_NOXE_KT_CE","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","World Bank Indicators","Y"
"WB","EN_ATM_PM25_MC_M3","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","World Bank Indicators","Y"
"WB","EN_CO2_BLDG_ZS","CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)","World Bank Indicators","Y"
"WB","EN_CO2_ETOT_ZS","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","World Bank Indicators","Y"
"WB","EN_CO2_MANF_ZS","CO2 emissions from manufacturing industries and construction (% of total fuel combustion)","World Bank Indicators","Y"
"WB","EN_CO2_OTHX_ZS","CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)","World Bank Indicators","Y"
"WB","EN_CO2_TRAN_ZS","CO2 emissions from transport (% of total fuel combustion)","World Bank Indicators","Y"
"WB","EN_POP_DNST","Population density (people per sq. km of land area)","World Bank Indicators","Y"
"WB","EN_URB_LCTY","Population in largest city","World Bank Indicators","Y"
"WB","EN_URB_LCTY_UR_ZS","Population in the largest city (% of urban population)","World Bank Indicators","Y"
"WB","EN_URB_MCTY","Population in urban agglomerations of more than 1 million","World Bank Indicators","Y"
"WB","EN_URB_MCTY_TL_ZS","Population in urban agglomerations of more than 1 million (% of total population)","World Bank Indicators","Y"
"WB","ER_FSH_AQUA_MT","Aquaculture production (metric tons)","World Bank Indicators","Y"
"WB","ER_FSH_CAPT_MT","Capture fisheries production (metric tons)","World Bank Indicators","Y"
"WB","ER_FSH_PROD_MT","Total fisheries production (metric tons)","World Bank Indicators","Y"
"WB","ER_GDP_FWTL_M3_KD","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","World Bank Indicators","Y"
"WB","ER_H2O_FWAG_ZS","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","World Bank Indicators","Y"
"WB","ER_H2O_FWDM_ZS","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","World Bank Indicators","Y"
"WB","ER_H2O_FWIN_ZS","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","World Bank Indicators","Y"
"WB","ER_H2O_FWST_ZS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","World Bank Indicators","Y"
"WB","ER_H2O_FWTL_K3","Annual freshwater withdrawals, total (billion cubic meters)","World Bank Indicators","Y"
"WB","ER_H2O_FWTL_ZS","Annual freshwater withdrawals, total (% of internal resources)","World Bank Indicators","Y"
"WB","ER_H2O_INTR_K3","Renewable internal freshwater resources, total (billion cubic meters)","World Bank Indicators","Y"
"WB","ER_H2O_INTR_PC","Renewable internal freshwater resources per capita (cubic meters)","World Bank Indicators","Y"
"WB","FB_AST_NPER_ZS","Bank nonperforming loans to total gross loans (%)","World Bank Indicators","Y"
"WB","FB_ATM_TOTL_P5","Automated teller machines (ATMs) (per 100,000 adults)","World Bank Indicators","Y"
"WB","FB_BNK_CAPA_ZS","Bank capital to assets ratio (%)","World Bank Indicators","Y"
"WB","FB_CBK_BRCH_P5","Commercial bank branches (per 100,000 adults)","World Bank Indicators","Y"
"WB","FD_AST_PRVT_GD_ZS","Domestic credit to private sector by banks (% of GDP)","World Bank Indicators","Y"
"WB","FD_RES_LIQU_AS_ZS","Bank liquid reserves to bank assets ratio (%)","World Bank Indicators","Y"
"WB","FI_RES_TOTL_CD","Total reserves (includes gold, current US$)","World Bank Indicators","Y"
"WB","FI_RES_TOTL_DT_ZS","Total reserves (% of total external debt)","World Bank Indicators","Y"
"WB","FI_RES_TOTL_MO","Total reserves in months of imports","World Bank Indicators","Y"
"WB","FI_RES_XGLD_CD","Total reserves minus gold (current US$)","World Bank Indicators","Y"
"WB","FM_AST_CGOV_ZG_M3","Claims on central government (annual growth as % of broad money)","World Bank Indicators","Y"
"WB","FM_AST_DOMO_ZG_M3","Claims on other sectors of the domestic economy (annual growth as % of broad money)","World Bank Indicators","Y"
"WB","FM_AST_DOMS_CN","Net domestic credit (current LCU)","World Bank Indicators","Y"
"WB","FM_AST_NFRG_CN","Net foreign assets (current LCU)","World Bank Indicators","Y"
"WB","FM_AST_PRVT_GD_ZS","Monetary Sector credit to private sector (% GDP)","World Bank Indicators","Y"
"WB","FM_AST_PRVT_ZG_M3","Claims on private sector (annual growth as % of broad money)","World Bank Indicators","Y"
"WB","FM_LBL_BMNY_GD_ZS","Broad money (% of GDP)","World Bank Indicators","Y"
"WB","FM_LBL_BMNY_IR_ZS","Broad money to total reserves ratio","World Bank Indicators","Y"
"WB","FP_CPI_TOTL","Consumer price index (2010 = 100)","World Bank Indicators","Y"
"WB","FP_CPI_TOTL_ZG","Inflation, consumer prices (annual %)","World Bank Indicators","Y"
"WB","FR_INR_DPST","Deposit interest rate (%)","World Bank Indicators","Y"
"WB","FR_INR_LEND","Lending interest rate (%)","World Bank Indicators","Y"
"WB","FR_INR_LNDP","Interest rate spread (lending rate minus deposit rate, %)","World Bank Indicators","Y"
"WB","FR_INR_RINR","Real interest rate (%)","World Bank Indicators","Y"
"WB","FR_INR_RISK","Risk premium on lending (lending rate minus treasury bill rate, %)","World Bank Indicators","Y"
"WB","FS_AST_CGOV_GD_ZS","Claims on central government, etc. (% GDP)","World Bank Indicators","Y"
"WB","FS_AST_DOMS_GD_ZS","Domestic credit provided by financial sector (% of GDP)","World Bank Indicators","Y"
"WB","FS_AST_PRVT_GD_ZS","Domestic credit to private sector (% of GDP)","World Bank Indicators","Y"
"WB","GB_XPD_RSDV_GD_ZS","Research and development expenditure (% of GDP)","World Bank Indicators","Y"
"WB","GC_AST_TOTL_GD_ZS","Net acquisition of financial assets (% of GDP)","World Bank Indicators","Y"
"WB","GC_DOD_TOTL_GD_ZS","Central government debt, total (% of GDP)","World Bank Indicators","Y"
"WB","GC_LBL_TOTL_GD_ZS","Net incurrence of liabilities, total (% of GDP)","World Bank Indicators","Y"
"WB","GC_NFN_TOTL_GD_ZS","Net investment in nonfinancial assets (% of GDP)","World Bank Indicators","Y"
"WB","GC_NLD_TOTL_GD_ZS","Net lending (+) / net borrowing (-) (% of GDP)","World Bank Indicators","Y"
"WB","GC_REV_GOTR_ZS","Grants and other revenue (% of revenue)","World Bank Indicators","Y"
"WB","GC_REV_SOCL_CN","Social contributions (current LCU)","World Bank Indicators","Y"
"WB","GC_REV_SOCL_ZS","Social contributions (% of revenue)","World Bank Indicators","Y"
"WB","GC_REV_XGRT_GD_ZS","Revenue, excluding grants (% of GDP)","World Bank Indicators","Y"
"WB","GC_TAX_EXPT_ZS","Taxes on exports (% of tax revenue)","World Bank Indicators","Y"
"WB","GC_TAX_GSRV_CN","Taxes on goods and services (current LCU)","World Bank Indicators","Y"
"WB","GC_TAX_GSRV_RV_ZS","Taxes on goods and services (% of revenue)","World Bank Indicators","Y"
"WB","GC_TAX_GSRV_VA_ZS","Taxes on goods and services (% value added of industry and services)","World Bank Indicators","Y"
"WB","GC_TAX_IMPT_CN","Customs and other import duties (current LCU)","World Bank Indicators","Y"
"WB","GC_TAX_IMPT_ZS","Customs and other import duties (% of tax revenue)","World Bank Indicators","Y"
"WB","GC_TAX_INTT_CN","Taxes on international trade (current LCU)","World Bank Indicators","Y"
"WB","GC_TAX_INTT_RV_ZS","Taxes on international trade (% of revenue)","World Bank Indicators","Y"
"WB","GC_TAX_OTHR_RV_ZS","Other taxes (% of revenue)","World Bank Indicators","Y"
"WB","GC_TAX_TOTL_GD_ZS","Tax revenue (% of GDP)","World Bank Indicators","Y"
"WB","GC_TAX_YPKG_CN","Taxes on income, profits and capital gains (current LCU)","World Bank Indicators","Y"
"WB","GC_TAX_YPKG_RV_ZS","Taxes on income, profits and capital gains (% of revenue)","World Bank Indicators","Y"
"WB","GC_TAX_YPKG_ZS","Taxes on income, profits and capital gains (% of total taxes)","World Bank Indicators","Y"
"WB","GC_XPN_COMP_CN","Compensation of employees (current LCU)","World Bank Indicators","Y"
"WB","GC_XPN_COMP_ZS","Compensation of employees (% of expense)","World Bank Indicators","Y"
"WB","GC_XPN_GSRV_ZS","Goods and services expense (% of expense)","World Bank Indicators","Y"
"WB","GC_XPN_INTP_CN","Interest payments (current LCU)","World Bank Indicators","Y"
"WB","GC_XPN_INTP_RV_ZS","Interest payments (% of revenue)","World Bank Indicators","Y"
"WB","GC_XPN_INTP_ZS","Interest payments (% of expense)","World Bank Indicators","Y"
"WB","GC_XPN_OTHR_ZS","Other expense (% of expense)","World Bank Indicators","Y"
"WB","GC_XPN_TOTL_GD_ZS","Expense (% of GDP)","World Bank Indicators","Y"
"WB","GC_XPN_TRFT_ZS","Subsidies and other transfers (% of expense)","World Bank Indicators","Y"
"WB","GDP_C_Y","GDP (current US$)","World Bank Indicators","Y"
"WB","GDP_DEFL_AD_Y","Inflation, GDP deflator: linked series (annual %)","World Bank Indicators","Y"
"WB","GDP_DEFL_Y","Inflation, GDP deflator (annual %)","World Bank Indicators","Y"
"WB","GDP_LCU_AD_Y","GDP: linked series (current LCU)","World Bank Indicators","Y"
"WB","GDP_LCU_Y","GDP (current LCU)","World Bank Indicators","Y"
"WB","GDP_PPP_2021_Y","GDP, PPP (constant 2021 international $)","World Bank Indicators","Y"
"WB","GDP_PPP_C_Y","GDP, PPP (current international $)","World Bank Indicators","Y"
"WB","GDP_R_2015_Y","GDP (constant 2015 US$)","World Bank Indicators","Y"
"WB","GE_EST","Government Effectiveness: Estimate","World Bank Indicators","Y"
"WB","GE_PER_RNK","Government Effectiveness: Percentile Rank","World Bank Indicators","Y"
"WB","HD_HCI_OVRL","Human capital index (HCI) (scale 0-1)","World Bank Indicators","Y"
"WB","IC_BUS_DFRN_XQ","Ease of doing business score (0 = lowest performance to 100 = best performance)","World Bank Indicators","Y"
"WB","IC_BUS_NDNS_ZS","New business density (new registrations per 1,000 people ages 15-64)","World Bank Indicators","Y"
"WB","IC_BUS_NREG","New businesses registered (number)","World Bank Indicators","Y"
"WB","IC_CRD_INFO_XQ","Depth of credit information index (0=low to 8=high)","World Bank Indicators","Y"
"WB","IC_EXP_CSBC_CD","Cost to export, border compliance (US$)","World Bank Indicators","Y"
"WB","IC_IMP_CSBC_CD","Cost to import, border compliance (US$)","World Bank Indicators","Y"
"WB","IC_LGL_CRED_XQ","Strength of legal rights index (0=weak to 12=strong)","World Bank Indicators","Y"
"WB","IC_PRP_DURS","Time required to register property (days)","World Bank Indicators","Y"
"WB","IC_PRP_PROC","Procedures to register property (number)","World Bank Indicators","Y"
"WB","IC_REG_DURS","Time required to start a business (days)","World Bank Indicators","Y"
"WB","IC_TAX_LABR_CP_ZS","Labor tax and contributions (% of commercial profits)","World Bank Indicators","Y"
"WB","IC_TAX_OTHR_CP_ZS","Other taxes payable by businesses (% of commercial profits)","World Bank Indicators","Y"
"WB","IC_TAX_PRFT_CP_ZS","Profit tax (% of commercial profits)","World Bank Indicators","Y"
"WB","IC_TAX_TOTL_CP_ZS","Total tax and contribution rate (% of profit)","World Bank Indicators","Y"
"WB","IP_JRN_ARTC_SC","Scientific and technical journal articles","World Bank Indicators","Y"
"WB","IP_PAT_NRES","Patent applications, nonresidents","World Bank Indicators","Y"
"WB","IP_PAT_RESD","Patent applications, residents","World Bank Indicators","Y"
"WB","IQ_SCI_OVRL","Statistical Capacity Score (Overall Average) (scale 0 - 100)","World Bank Indicators","Y"
"WB","IQ_SPI_OVRL","Statistical performance indicators (SPI): Overall score (scale 0-100)","World Bank Indicators","Y"
"WB","IS_AIR_DPRT","Air transport, registered carrier departures worldwide","World Bank Indicators","Y"
"WB","IS_AIR_GOOD_MT_K1","Air transport, freight (million ton-km)","World Bank Indicators","Y"
"WB","IS_AIR_PSGR","Air transport, passengers carried","World Bank Indicators","Y"
"WB","IS_RRS_GOOD_MT_K6","Railways, goods transported (million ton-km)","World Bank Indicators","Y"
"WB","IS_RRS_TOTL_KM","Rail lines (total route-km)","World Bank Indicators","Y"
"WB","IT_CEL_SETS","Mobile cellular subscriptions","World Bank Indicators","Y"
"WB","IT_CEL_SETS_P2","Mobile cellular subscriptions (per 100 people)","World Bank Indicators","Y"
